ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Floor_Ratio,School_Density_Score,Infra_Score,Amenity_Score,RERA_Ready,Future_Price_5Y,Good_Investment,State_enc,City_enc,Locality_enc,Property_Type_enc,Furnished_Status_enc,Facing_enc,Owner_Type_enc,Availability_Status_enc,Security_enc,Amenities_enc
1708,Telangana,Hyderabad,Andheri,Apartment,3,1701,261.28,15360.38,2007,Semi-Furnished,9.0,17,17,1.0,3,9,3,CCTV,Pool,North-East,Agent,Under Construction,0.5,34.0,4.8,3,0,477.15,1,6,7,0,0,1,2,0,2,0,4
1709,Karnataka,Hubli,Electronic City,House,2,816,50.38,6174.02,2011,Fully Furnished,0.0,8,13,4.0,4,2,2,Guard,All,North-East,Agent,Available,0.0,72.0,3.2,5,1,85.66,1,2,6,2,1,0,2,0,0,2,0
1710,Karnataka,Bangalore,Electronic City,Apartment,3,1140,174.79,15332.46,2022,Fully Furnished,18.0,21,2,2.0,6,3,3,Gated,Clubhouse,South-West,Individual,Available,0.8181818181818182,68.0,3.6,2,1,302.58,0,2,1,2,0,0,4,2,0,1,1
1711,Rajasthan,Jodhpur,Whitefield,Villa,2,915,40.99,4479.78,1995,Semi-Furnished,5.0,14,29,9.0,4,8,1,CCTV,Pool,South-West,Agent,Available,0.3333333333333333,122.0,7.1000000000000005,3,1,82.8,1,4,9,14,4,1,4,0,0,0,4
1712,Tamil Nadu,Coimbatore,Electronic City,Villa,3,1141,115.76,10145.49,2014,Semi-Furnished,4.0,13,10,8.0,4,7,1,CCTV,All,North-East,Agent,Available,0.2857142857142857,112.0,6.4,5,1,226.82,1,5,3,2,4,1,2,0,0,0,0
1713,Delhi,Dwarka,Thane,Studio,3,1328,68.31,5143.83,2021,Fully Furnished,3.0,12,3,6.0,6,5,0,,All,South,Agent,Sold,0.23076923076923078,108.0,5.6,5,0,129.23,1,0,4,13,3,0,3,0,1,3,0
1714,West Bengal,Siliguri,Salt Lake,House,2,877,52.82,6022.81,2000,Unfurnished,4.0,11,24,7.0,2,8,1,,All,East,Individual,Under Construction,0.3333333333333333,86.0,5.9,5,0,101.26,1,7,19,11,1,2,0,2,2,3,0
1715,Karnataka,Mysore,Indiranagar,Studio,3,1258,122.95,9773.45,1997,Unfurnished,3.0,7,27,6.0,7,9,1,Guard,Pool,West,Builder,Under Construction,0.375,116.0,7.5,3,0,252.72,1,2,14,6,3,2,5,1,2,2,4
1716,Rajasthan,Jodhpur,Jubilee Hills,House,3,1323,61.28,4631.9,2002,Fully Furnished,18.0,19,22,1.0,1,7,2,CCTV,Clubhouse,North,Individual,Sold,0.9,18.0,3.4,2,0,105.13,1,4,9,7,1,0,1,2,1,0,1
1717,West Bengal,Siliguri,Banjara Hills,Villa,2,1092,113.04,10351.65,2006,Semi-Furnished,12.0,18,18,8.0,0,9,2,CCTV,All,South-West,Builder,Available,0.631578947368421,80.0,6.0,5,1,217.65,1,7,19,1,4,1,4,1,0,0,0
1718,Maharashtra,Pune,Salt Lake,Villa,4,1866,88.15,4724.01,1991,Semi-Furnished,17.0,25,33,5.0,7,9,0,,Clubhouse,South-West,Agent,Available,0.6538461538461539,106.0,7.199999999999999,2,1,178.85,1,3,17,11,4,1,4,0,0,3,1
1719,Gujarat,Ahmedabad,Satellite,Apartment,3,1400,116.73,8337.86,2018,Fully Furnished,3.0,9,6,9.0,3,3,2,Gated,All,South-West,Agent,Under Construction,0.3,114.0,4.8,5,0,213.17,1,1,0,12,0,0,4,0,2,1,0
1720,West Bengal,Howrah,Gomti Nagar,House,2,711,35.55,5000.0,1999,Fully Furnished,13.0,17,25,5.0,0,7,1,,All,South,Builder,Available,0.7222222222222222,50.0,4.300000000000001,5,1,63.49,1,7,5,4,1,0,3,1,0,3,0
1721,Delhi,New Delhi,Banjara Hills,Villa,4,1899,180.71,9516.06,2015,Semi-Furnished,6.0,11,9,0.0,3,8,2,CCTV,All,South-West,Individual,Under Construction,0.5,24.0,4.1,5,0,319.9,1,0,16,1,4,1,4,2,2,0,0
1722,Telangana,Karimnagar,Kondapur,Villa,2,815,38.61,4737.42,2001,Fully Furnished,18.0,19,23,9.0,2,1,1,,Clubhouse,South-West,Individual,Under Construction,0.9,106.0,3.6999999999999997,2,0,67.14,0,6,10,8,4,0,4,2,2,3,1
1723,Gujarat,Surat,Satellite,Studio,4,1757,165.66,9428.57,1996,Fully Furnished,4.0,13,28,1.0,6,9,2,Gated,All,North-East,Agent,Available,0.2857142857142857,58.0,5.699999999999999,5,1,314.79,1,1,20,12,3,0,2,0,0,1,0
1724,Tamil Nadu,Coimbatore,Salt Lake,Apartment,3,1348,74.63,5536.35,1991,Semi-Furnished,23.0,25,33,6.0,1,7,0,,All,West,Agent,Available,0.8846153846153846,68.0,4.8999999999999995,5,1,136.89,1,5,3,11,0,1,5,0,0,3,0
1725,Delhi,Rohini,Andheri,Villa,1,718,56.73,7901.11,2019,Semi-Furnished,0.0,7,5,7.0,6,3,1,,Gym+Pool,West,Builder,Under Construction,0.0,118.0,5.1,4,0,104.98,0,0,18,0,4,1,5,1,2,3,3
1726,Gujarat,Ahmedabad,Kondapur,Apartment,3,1235,130.95,10603.24,2008,Fully Furnished,10.0,17,16,3.0,3,1,3,CCTV,Pool,West,Individual,Available,0.5555555555555556,54.0,2.1999999999999997,3,1,212.82,1,1,0,8,0,0,5,2,0,0,4
1727,Maharashtra,Pune,Thane,Apartment,2,640,40.44,6318.75,1992,Semi-Furnished,6.0,12,32,2.0,7,1,0,CCTV,Pool,East,Builder,Available,0.46153846153846156,76.0,3.1,3,1,68.45,1,3,17,13,0,1,0,1,0,0,4
1728,Tamil Nadu,Coimbatore,Powai,Apartment,3,1400,161.76,11554.29,1998,Fully Furnished,8.0,15,26,9.0,4,9,2,CCTV,All,North,Builder,Available,0.5,122.0,7.5,5,1,332.49,1,5,3,10,0,0,1,1,0,0,0
1729,Gujarat,Surat,Salt Lake,Villa,3,1354,86.09,6358.2,2009,Semi-Furnished,4.0,13,15,4.0,3,4,0,,Gym,West,Individual,Available,0.2857142857142857,64.0,3.6999999999999997,2,1,149.7,1,1,20,11,4,1,5,2,0,3,2
1730,Gujarat,Vadodara,Gachibowli,Apartment,2,740,87.32,11800.0,1992,Fully Furnished,7.0,15,32,4.0,4,8,1,Guard,Gym+Pool,North,Builder,Available,0.4375,72.0,5.6000000000000005,4,1,165.2,1,1,22,3,0,0,1,1,0,2,3
1731,West Bengal,Siliguri,Jubilee Hills,House,2,876,32.79,3743.15,1998,Fully Furnished,12.0,13,26,7.0,3,4,0,,Gym+Pool,North,Individual,Under Construction,0.8571428571428571,94.0,4.6,4,0,59.35,1,7,19,7,1,0,1,2,2,3,3
1732,Telangana,Warangal,Indiranagar,Apartment,1,476,56.8,11932.77,1992,Semi-Furnished,17.0,23,32,9.0,4,6,2,,Pool,North-East,Agent,Sold,0.7083333333333334,122.0,6.3,3,0,110.81,0,6,23,6,0,1,2,0,1,3,4
1733,West Bengal,Kolkata,Powai,Apartment,5,2256,135.65,6012.85,2016,Semi-Furnished,15.0,16,8,3.0,3,9,1,Gated,Gym,East,Agent,Sold,0.8823529411764706,54.0,5.4,2,0,254.38,1,7,11,10,0,1,0,0,1,1,2
1734,Karnataka,Mysore,HSR Layout,Apartment,5,2118,131.7,6218.13,2019,Unfurnished,9.0,15,5,9.0,6,1,1,,Gym,East,Builder,Under Construction,0.5625,138.0,4.8999999999999995,2,0,241.58,1,2,14,5,0,2,0,1,2,3,2
1735,Karnataka,Bangalore,Electronic City,Apartment,2,985,135.29,13735.03,2015,Unfurnished,13.0,15,9,7.0,3,1,3,Guard,Pool,South-West,Agent,Available,0.8125,94.0,3.4,3,1,232.11,0,2,1,2,0,2,4,0,0,2,4
1736,Rajasthan,Jodhpur,Electronic City,Apartment,2,688,54.39,7905.52,1995,Unfurnished,16.0,18,29,5.0,5,6,3,,Pool,West,Builder,Available,0.8421052631578947,90.0,5.4,3,1,102.0,1,4,9,2,0,2,5,1,0,3,4
1737,Telangana,Hyderabad,Whitefield,Apartment,2,912,88.49,9702.85,2012,Unfurnished,7.0,12,12,4.0,3,4,2,Gated,All,West,Builder,Under Construction,0.5384615384615384,64.0,3.6999999999999997,5,0,153.87,1,6,7,14,0,2,5,1,2,1,0
1738,Delhi,New Delhi,Kondapur,House,2,637,58.1,9120.88,2012,Semi-Furnished,1.0,6,12,1.0,6,6,0,Guard,Pool,West,Builder,Available,0.14285714285714285,58.0,4.5,3,1,104.7,1,0,16,8,1,1,5,1,0,2,4
1739,West Bengal,Howrah,Banjara Hills,Villa,2,877,47.76,5445.84,2022,Fully Furnished,12.0,32,2,5.0,5,4,3,Guard,Gym,West,Individual,Available,0.36363636363636365,90.0,4.6,2,1,86.45,1,7,5,1,4,0,5,2,0,2,2
1740,Telangana,Warangal,Powai,House,4,1634,103.38,6326.81,2002,Fully Furnished,10.0,14,22,6.0,4,8,1,CCTV,All,West,Builder,Under Construction,0.6666666666666666,92.0,6.2,5,0,200.8,1,6,23,10,1,0,5,1,2,0,0
1741,Rajasthan,Jodhpur,Jubilee Hills,Villa,3,1447,164.06,11337.94,2017,Semi-Furnished,10.0,15,7,6.0,4,8,2,Gated,All,North,Builder,Under Construction,0.625,92.0,6.2,5,0,318.66,1,4,9,7,4,1,1,1,2,1,0
1742,West Bengal,Howrah,Powai,Apartment,3,1412,110.2,7804.53,1993,Fully Furnished,18.0,24,31,3.0,0,9,0,Gated,All,North,Builder,Sold,0.72,30.0,4.5,5,0,198.58,1,7,5,10,0,0,1,1,1,1,0
1743,Gujarat,Ahmedabad,Jubilee Hills,Penthouse,1,511,53.69,10506.85,2016,Unfurnished,16.0,25,8,3.0,2,3,0,,All,West,Individual,Under Construction,0.6153846153846154,46.0,2.7,5,0,89.25,0,1,0,7,2,2,5,2,2,3,0
1744,Gujarat,Surat,Kondapur,Villa,3,1325,53.34,4025.66,1993,Fully Furnished,10.0,19,31,2.0,2,2,0,Gated,Clubhouse,North,Individual,Sold,0.5,36.0,2.0,2,0,85.9,1,1,20,8,4,0,1,2,1,1,1
1745,Maharashtra,Nagpur,Whitefield,Apartment,5,2391,230.73,9649.94,2002,Fully Furnished,17.0,23,22,3.0,4,7,2,,Clubhouse,South-West,Agent,Available,0.7083333333333334,62.0,4.9,2,1,423.23,1,3,15,14,0,0,4,0,0,3,1
1746,Maharashtra,Nagpur,Andheri,Studio,2,1081,46.99,4346.9,2015,Unfurnished,12.0,18,9,7.0,7,9,0,CCTV,Pool,South,Agent,Available,0.631578947368421,126.0,7.800000000000001,3,1,97.85,1,3,15,0,3,2,3,0,0,0,4
1747,Maharashtra,Mumbai,Electronic City,Apartment,3,1450,238.2,16427.59,2010,Unfurnished,22.0,27,14,5.0,6,7,0,Gated,All,West,Individual,Under Construction,0.7857142857142857,98.0,6.1000000000000005,5,0,460.65,1,3,13,2,0,2,5,2,2,1,0
1748,Karnataka,Mysore,Gachibowli,Villa,2,845,90.66,10728.99,2000,Fully Furnished,15.0,19,24,1.0,4,7,0,Gated,Clubhouse,South,Individual,Under Construction,0.75,42.0,4.3,2,0,161.93,0,2,14,3,4,0,3,2,2,1,1
1749,Delhi,New Delhi,Gomti Nagar,Villa,3,1083,124.38,11484.76,2021,Unfurnished,24.0,27,3,2.0,5,8,0,Gated,All,South-West,Builder,Available,0.8571428571428571,60.0,5.300000000000001,5,1,232.22,1,0,16,4,4,2,4,1,0,1,0
1750,Maharashtra,Mumbai,Satellite,Apartment,2,1003,90.0,8973.08,2013,Semi-Furnished,0.0,1,11,5.0,3,1,3,CCTV,Gym+Pool,South-West,Builder,Under Construction,0.0,74.0,2.8,4,0,150.29,1,3,13,12,0,1,4,1,2,0,3
1751,Maharashtra,Nagpur,Electronic City,Apartment,1,524,24.11,4601.15,1997,Fully Furnished,3.0,12,27,7.0,4,9,3,Gated,Gym+Pool,West,Builder,Available,0.23076923076923078,102.0,6.9,4,1,48.28,1,3,15,2,0,0,5,1,0,1,3
1752,Delhi,New Delhi,Gomti Nagar,Villa,2,857,58.52,6828.47,2021,Unfurnished,24.0,27,3,9.0,3,1,2,Guard,All,South-West,Agent,Under Construction,0.8571428571428571,114.0,3.9999999999999996,5,0,103.13,1,0,16,4,4,2,4,0,2,2,0
1753,Rajasthan,Udaipur,Andheri,Apartment,5,2087,121.66,5829.42,2003,Fully Furnished,18.0,26,21,1.0,0,1,3,CCTV,Gym,South-West,Builder,Available,0.6666666666666666,10.0,0.7,2,1,184.63,1,4,21,0,0,0,4,1,0,0,2
1754,Telangana,Karimnagar,Banjara Hills,House,2,837,98.93,11819.59,1992,Semi-Furnished,4.0,8,32,6.0,5,7,1,Guard,Gym+Pool,South,Individual,Under Construction,0.4444444444444444,100.0,6.1,4,0,191.32,0,6,10,1,1,1,3,2,2,2,3
1755,Delhi,New Delhi,Gachibowli,Villa,3,1444,202.46,14020.78,2001,Fully Furnished,19.0,24,23,9.0,7,4,0,Guard,Clubhouse,South-West,Agent,Available,0.76,146.0,6.4,2,1,396.71,1,0,16,3,4,0,4,0,0,2,1
1756,West Bengal,Howrah,Thane,House,3,1264,96.29,7617.88,2017,Fully Furnished,3.0,10,7,5.0,6,7,0,Gated,All,South,Builder,Under Construction,0.2727272727272727,98.0,6.1000000000000005,5,0,186.21,1,7,5,13,1,0,3,1,2,1,0
1757,Tamil Nadu,Coimbatore,Gomti Nagar,House,3,1495,114.25,7642.14,1997,Unfurnished,24.0,29,27,4.0,1,9,2,CCTV,Pool,South,Individual,Available,0.8,48.0,5.1,3,1,211.43,1,5,3,4,1,2,3,2,0,0,4
1758,Rajasthan,Jaipur,Thane,Apartment,3,1275,90.59,7105.1,2002,Semi-Furnished,21.0,29,22,5.0,5,4,1,CCTV,All,East,Builder,Sold,0.7,90.0,4.6,5,0,163.97,1,4,8,13,0,1,0,1,1,0,0
1759,Tamil Nadu,Madurai,Gachibowli,Villa,3,1320,113.99,8635.61,1999,Semi-Furnished,0.0,1,25,4.0,4,1,0,,All,North,Individual,Under Construction,0.0,72.0,2.8,5,0,190.36,0,5,12,3,4,1,1,2,2,3,0
1760,Telangana,Hyderabad,Thane,Apartment,2,943,62.4,6617.18,2013,Semi-Furnished,14.0,18,11,7.0,0,5,0,Gated,All,West,Agent,Under Construction,0.7368421052631579,70.0,4.1,5,0,110.46,1,6,7,13,0,1,5,0,2,1,0
1761,Delhi,Rohini,HSR Layout,Studio,3,1013,72.1,7117.47,2005,Unfurnished,16.0,18,19,0.0,3,2,0,Gated,Gym+Pool,South,Builder,Available,0.8421052631578947,24.0,1.7,4,1,114.54,1,0,18,5,3,2,3,1,0,1,3
1762,Delhi,Rohini,Thane,Apartment,3,1416,129.65,9156.07,2013,Fully Furnished,11.0,19,11,1.0,5,7,0,,Pool,North-East,Individual,Available,0.55,50.0,4.6,3,1,234.67,1,0,18,13,0,0,2,2,0,3,4
1763,Rajasthan,Udaipur,Powai,Apartment,3,1621,65.01,4010.49,2011,Unfurnished,23.0,25,13,2.0,7,4,3,Guard,All,East,Builder,Under Construction,0.8846153846153846,76.0,4.300000000000001,5,0,116.11,1,4,21,10,0,2,0,1,2,2,0
1764,Delhi,Dwarka,Jubilee Hills,Apartment,4,1898,191.81,10105.9,2009,Unfurnished,19.0,28,15,4.0,0,9,3,Gated,Pool,North,Builder,Under Construction,0.6551724137931034,40.0,4.8,3,0,350.28,1,0,4,7,0,2,1,1,2,1,4
1765,West Bengal,Howrah,Electronic City,Apartment,2,882,67.2,7619.05,2006,Unfurnished,8.0,10,18,3.0,2,3,1,CCTV,All,East,Builder,Available,0.7272727272727273,46.0,2.7,5,1,111.71,1,7,5,2,0,2,0,1,0,0,0
1766,Karnataka,Mysore,Powai,Apartment,3,1558,103.24,6626.44,2010,Semi-Furnished,3.0,11,14,6.0,1,2,2,Guard,All,West,Individual,Available,0.25,68.0,2.8999999999999995,5,1,173.18,1,2,14,10,0,1,5,2,0,2,0
1767,Karnataka,Hubli,Thane,Villa,4,1711,110.37,6450.61,2005,Fully Furnished,4.0,13,19,8.0,5,5,1,,Clubhouse,West,Agent,Available,0.2857142857142857,120.0,5.9,2,1,211.58,1,2,6,13,4,0,5,0,0,3,1
1768,Rajasthan,Udaipur,Banjara Hills,Apartment,4,1759,76.32,4338.83,2020,Semi-Furnished,9.0,18,4,0.0,6,8,0,CCTV,Clubhouse,East,Agent,Available,0.47368421052631576,48.0,5.0,2,1,140.61,1,4,21,1,0,1,0,0,0,0,1
1769,Telangana,Warangal,Salt Lake,Apartment,2,741,41.69,5626.18,2014,Semi-Furnished,19.0,27,10,8.0,6,1,0,,All,East,Builder,Under Construction,0.6785714285714286,128.0,4.6,5,0,75.46,1,6,23,11,0,1,0,1,2,3,0
1770,Delhi,Dwarka,Powai,Apartment,2,1187,101.24,8529.06,1990,Semi-Furnished,12.0,18,34,0.0,0,6,0,Guard,Gym,East,Builder,Under Construction,0.631578947368421,0.0,2.4000000000000004,2,0,166.03,0,0,4,10,0,1,0,1,2,2,2
1771,Karnataka,Bangalore,Gomti Nagar,Apartment,1,502,71.16,14175.3,2018,Semi-Furnished,10.0,12,6,4.0,3,4,2,Gated,All,East,Individual,Available,0.7692307692307693,64.0,3.6999999999999997,5,1,123.74,0,2,1,4,0,1,0,2,0,1,0
1772,Telangana,Hyderabad,Indiranagar,Villa,4,1850,146.95,7943.24,1997,Unfurnished,13.0,15,27,5.0,7,9,1,,All,East,Individual,Under Construction,0.8125,106.0,7.199999999999999,5,0,298.15,1,6,7,6,4,2,0,2,2,3,0
1773,Delhi,Rohini,Kondapur,Apartment,1,457,38.52,8428.88,1990,Semi-Furnished,23.0,28,34,9.0,0,2,0,Gated,Clubhouse,South,Builder,Sold,0.7931034482758621,90.0,3.5,2,0,66.38,0,0,18,8,0,1,3,1,1,1,1
1774,Delhi,New Delhi,Jubilee Hills,Villa,4,1896,230.64,12164.56,1995,Fully Furnished,1.0,6,29,2.0,6,9,1,Guard,All,North-East,Individual,Under Construction,0.14285714285714285,68.0,6.0,5,0,444.08,1,0,16,7,4,0,2,2,2,2,0
1775,Rajasthan,Jodhpur,Thane,Apartment,3,1313,145.06,11047.98,1996,Semi-Furnished,12.0,21,28,5.0,5,7,3,CCTV,Gym+Pool,West,Agent,Under Construction,0.5454545454545454,90.0,5.800000000000001,4,0,276.86,1,4,9,13,0,1,5,0,2,0,3
1776,Rajasthan,Jaipur,Kondapur,Apartment,3,1416,127.23,8985.17,2007,Fully Furnished,23.0,32,17,6.0,0,7,0,CCTV,Clubhouse,North-East,Agent,Sold,0.696969696969697,60.0,4.6,2,0,230.29,0,4,8,8,0,0,2,0,1,0,1
1777,West Bengal,Howrah,Powai,Apartment,2,838,67.23,8022.67,1995,Unfurnished,20.0,21,29,7.0,2,2,2,Guard,All,South-West,Individual,Under Construction,0.9090909090909091,86.0,3.5000000000000004,5,0,115.86,1,7,5,10,0,2,4,2,2,2,0
1778,Karnataka,Mysore,Banjara Hills,Villa,3,1417,100.6,7099.51,2014,Semi-Furnished,15.0,19,10,5.0,6,1,2,Guard,Gym,West,Builder,Sold,0.75,98.0,3.6999999999999997,2,0,174.93,1,2,14,1,4,1,5,1,1,2,2
1779,West Bengal,Siliguri,Koramangala,House,2,1028,105.31,10244.16,2006,Fully Furnished,21.0,28,18,0.0,4,3,0,,Gym+Pool,South-West,Agent,Available,0.7241379310344828,32.0,2.4000000000000004,4,1,172.71,0,7,19,9,1,0,4,0,0,3,3
1780,Rajasthan,Jodhpur,Gomti Nagar,Villa,4,1656,179.95,10866.55,2019,Unfurnished,15.0,18,5,6.0,6,6,1,Gated,Gym,South-West,Agent,Available,0.7894736842105263,108.0,6.0,2,1,346.48,1,4,9,4,4,2,4,0,0,1,2
1781,Gujarat,Ahmedabad,Thane,Apartment,3,1301,95.89,7370.48,2015,Semi-Furnished,20.0,24,9,4.0,7,6,3,Gated,Clubhouse,South-West,Agent,Available,0.8,96.0,5.700000000000001,2,1,182.21,1,1,0,13,0,1,4,0,0,1,1
1782,Rajasthan,Jodhpur,Indiranagar,Apartment,2,1043,83.22,7978.91,2006,Fully Furnished,21.0,22,18,7.0,2,3,1,,Clubhouse,South,Individual,Available,0.9130434782608695,86.0,3.9000000000000004,2,1,146.01,1,4,9,6,0,0,3,2,0,3,1
1783,Telangana,Hyderabad,Powai,Apartment,1,598,49.79,8326.09,2008,Semi-Furnished,11.0,17,16,8.0,1,8,1,,Gym+Pool,North-East,Builder,Sold,0.6111111111111112,88.0,5.8999999999999995,4,0,95.45,1,6,7,10,0,1,2,1,1,3,3
1784,Karnataka,Hubli,Electronic City,Apartment,3,1321,123.15,9322.48,1992,Semi-Furnished,1.0,4,32,8.0,1,1,3,Guard,All,North-East,Individual,Available,0.2,88.0,3.0999999999999996,5,1,208.45,1,2,6,2,0,1,2,2,0,2,0
1785,Maharashtra,Mumbai,Indiranagar,Apartment,1,347,41.77,12037.46,2020,Semi-Furnished,18.0,26,4,8.0,2,9,3,CCTV,Pool,West,Builder,Available,0.6666666666666666,96.0,6.6,3,1,82.56,1,3,13,6,0,1,5,1,0,0,4
1786,Delhi,Rohini,Koramangala,House,3,1549,115.99,7488.06,2016,Semi-Furnished,3.0,10,8,5.0,2,9,3,CCTV,Gym,East,Builder,Sold,0.2727272727272727,66.0,5.699999999999999,2,0,220.41,1,0,18,9,1,1,0,1,1,0,2
1787,Tamil Nadu,Chennai,Electronic City,Villa,4,1667,124.8,7486.5,2005,Fully Furnished,6.0,12,19,8.0,6,7,2,Gated,Clubhouse,South,Individual,Sold,0.46153846153846156,128.0,7.0,2,0,251.02,1,5,2,2,4,0,3,2,1,1,1
1788,Rajasthan,Jodhpur,Gomti Nagar,Villa,2,838,64.09,7647.97,2007,Fully Furnished,15.0,20,17,8.0,3,9,2,Guard,All,West,Individual,Available,0.7142857142857143,104.0,6.9,5,1,128.35,1,4,9,4,4,0,5,2,0,2,0
1789,Tamil Nadu,Chennai,Gomti Nagar,Apartment,2,815,96.42,11830.67,2010,Unfurnished,23.0,31,14,1.0,5,6,0,Gated,Pool,North-East,Builder,Under Construction,0.71875,50.0,4.2,3,0,171.45,0,5,2,4,0,2,2,1,2,1,4
1790,Gujarat,Vadodara,Powai,Studio,4,1745,186.69,10698.57,2006,Semi-Furnished,5.0,8,18,0.0,7,5,3,,Clubhouse,East,Builder,Under Construction,0.5555555555555556,56.0,4.1,2,0,330.48,0,1,22,10,3,1,0,1,2,3,1
1791,West Bengal,Siliguri,Koramangala,Apartment,3,1149,107.92,9392.52,2009,Unfurnished,10.0,17,15,9.0,6,4,0,Gated,Gym+Pool,South-West,Individual,Available,0.5555555555555556,138.0,6.1,4,1,208.7,1,7,19,9,0,2,4,2,0,1,3
1792,Delhi,Rohini,HSR Layout,House,3,1227,72.22,5885.9,2007,Semi-Furnished,12.0,12,17,1.0,5,1,2,Gated,All,South-West,Agent,Sold,0.9230769230769231,50.0,2.2,5,0,117.37,1,0,18,5,1,1,4,0,1,1,0
1793,Maharashtra,Nagpur,Thane,Apartment,4,1680,174.36,10378.57,2016,Semi-Furnished,19.0,21,8,7.0,3,2,1,Gated,Gym,South-West,Agent,Under Construction,0.8636363636363636,94.0,3.8000000000000003,2,0,304.55,0,3,15,13,0,1,4,0,2,1,2
1794,Gujarat,Surat,Satellite,House,2,700,46.07,6581.43,2002,Unfurnished,15.0,23,22,5.0,0,3,3,Guard,Pool,West,Agent,Available,0.625,50.0,2.7,3,1,76.59,1,1,20,12,1,2,5,0,0,2,4
1795,Tamil Nadu,Madurai,Banjara Hills,Apartment,1,532,58.9,11071.43,2013,Semi-Furnished,11.0,16,11,9.0,7,4,2,CCTV,All,West,Individual,Available,0.6470588235294118,146.0,6.4,5,1,115.41,1,5,12,1,0,1,5,2,0,0,0
1796,Maharashtra,Nagpur,Satellite,House,4,1787,125.21,7006.72,1998,Semi-Furnished,16.0,22,26,0.0,2,4,2,Gated,All,South-West,Builder,Under Construction,0.6956521739130435,16.0,2.2,5,0,203.49,1,3,15,12,1,1,4,1,2,1,0
1797,Delhi,Dwarka,Whitefield,Apartment,2,720,70.74,9825.0,2004,Semi-Furnished,19.0,27,20,1.0,4,2,3,,Gym,West,Individual,Under Construction,0.6785714285714286,42.0,2.3,2,0,115.49,0,0,4,14,0,1,5,2,2,3,2
1798,Karnataka,Mysore,Gomti Nagar,Apartment,1,450,34.14,7586.67,2020,Fully Furnished,8.0,11,4,5.0,5,1,0,CCTV,All,North,Individual,Available,0.6666666666666666,90.0,3.4,5,1,58.57,1,2,14,4,0,0,1,2,0,0,0
1799,Delhi,New Delhi,Jubilee Hills,Villa,3,1523,110.8,7275.11,2018,Semi-Furnished,12.0,19,6,5.0,4,2,0,Guard,Gym+Pool,South,Builder,Available,0.6,82.0,3.5,4,1,190.95,1,0,16,7,4,1,3,1,0,2,3
1800,Maharashtra,Nagpur,Gachibowli,Apartment,3,1389,79.03,5689.7,1990,Unfurnished,14.0,23,34,3.0,6,4,2,,Gym,West,Agent,Under Construction,0.5833333333333334,78.0,4.3,2,0,141.15,1,3,15,3,0,2,5,0,2,3,2
1801,Gujarat,Surat,HSR Layout,Apartment,1,463,29.1,6285.1,2000,Fully Furnished,17.0,25,24,0.0,3,8,2,,Gym+Pool,North-East,Individual,Available,0.6538461538461539,24.0,4.1,4,1,51.51,1,1,20,5,0,0,2,2,0,3,3
1802,Gujarat,Ahmedabad,Electronic City,Penthouse,3,1522,135.02,8871.22,1996,Fully Furnished,13.0,15,28,6.0,2,8,3,CCTV,All,West,Individual,Available,0.8125,76.0,5.6,5,1,255.44,1,1,0,2,2,0,5,2,0,0,0
1803,West Bengal,Siliguri,Salt Lake,House,2,673,63.92,9497.77,2001,Unfurnished,20.0,24,23,3.0,1,4,3,CCTV,Pool,South-West,Builder,Under Construction,0.8,38.0,2.8,3,0,106.74,0,7,19,11,1,2,4,1,2,0,4
1804,West Bengal,Howrah,Indiranagar,Apartment,3,1231,103.78,8430.54,2019,Fully Furnished,4.0,10,5,6.0,2,1,0,Gated,Clubhouse,West,Individual,Under Construction,0.36363636363636365,76.0,2.8,2,0,173.31,0,7,5,6,0,0,5,2,2,1,1
1805,Telangana,Hyderabad,Powai,Apartment,3,1347,89.68,6657.76,1991,Unfurnished,8.0,14,33,8.0,5,8,3,Gated,Gym,North-East,Builder,Available,0.5333333333333333,120.0,7.1,2,1,181.16,1,6,7,10,0,2,2,1,0,1,2
1806,Karnataka,Hubli,Indiranagar,Studio,3,1507,139.6,9263.44,2000,Unfurnished,10.0,13,24,7.0,7,9,3,CCTV,Pool,East,Agent,Available,0.7142857142857143,126.0,7.800000000000001,3,1,290.69,1,2,6,6,3,2,0,0,0,0,4
1807,Rajasthan,Jodhpur,Andheri,Studio,3,1075,128.74,11975.81,2014,Fully Furnished,5.0,7,10,2.0,7,5,2,Guard,Gym+Pool,North,Builder,Under Construction,0.625,76.0,4.7,4,0,234.06,1,4,9,0,3,0,1,1,2,2,3
1808,West Bengal,Siliguri,Satellite,Apartment,2,919,93.96,10224.16,1994,Unfurnished,11.0,16,30,0.0,7,7,3,,Gym,South,Individual,Available,0.6470588235294118,56.0,4.9,2,1,172.35,0,7,19,12,0,2,3,2,0,3,2
1809,West Bengal,Siliguri,Thane,House,1,689,60.65,8802.61,2012,Semi-Furnished,1.0,8,12,1.0,6,8,1,CCTV,All,North-East,Individual,Sold,0.1111111111111111,58.0,5.3,5,0,113.23,0,7,19,13,1,1,2,2,1,0,0
